,TIME_PERIOD,OECD_MEI_FIN_IRLT_USA,OECD_MEI_FIN_IRLT_DEU,OECD_MEI_FIN_IRLT_CHN,OECD_MEI_FIN_IRLT_CHE,OECD_MEI_FIN_IRLT_AUT,OECD_MEI_FIN_IRLT_POL,OECD_MEI_FIN_IRLT_DNK,OECD_MEI_FIN_IRLT_SWE,OECD_MEI_FIN_IRLT_EA19,OECD_MEI_FIN_IRST_USA,OECD_MEI_FIN_IRST_DEU,OECD_MEI_FIN_IRST_CHN,OECD_MEI_FIN_IRST_CHE,OECD_MEI_FIN_IRST_AUT,OECD_MEI_FIN_IRST_POL,OECD_MEI_FIN_IRST_DNK,OECD_MEI_FIN_IRST_SWE,OECD_MEI_FIN_IRST_EA19,OECD_MEI_FIN_IRII_USA,OECD_MEI_FIN_IRII_DEU,OECD_MEI_FIN_IRII_CHN,OECD_MEI_FIN_IRII_CHE,OECD_MEI_FIN_IRII_AUT,OECD_MEI_FIN_IRII_POL,OECD_MEI_FIN_IRII_DNK,OECD_MEI_FIN_IRII_SWE,OECD_MEI_FIN_IRII_EA19,OECD_MEI_FIN_IRN_CHN,OECD_MEI_FIN_IRN_CHE,OECD_MEI_FIN_IRN_POL,OECD_MEI_FIN_IRN_DNK,OECD_MEI_FIN_IRN_SWE,OECD_MEI_FIN_IRN_EA19,OECD_MEI_FIN_IRRE_USA,OECD_MEI_FIN_IRRE_DEU,OECD_MEI_FIN_IRRE_CHN,OECD_MEI_FIN_IRRE_CHE,OECD_MEI_FIN_IRRE_AUT,OECD_MEI_FIN_IRRE_POL,OECD_MEI_FIN_IRRE_DNK,OECD_MEI_FIN_IRRE_SWE,OECD_MEI_FIN_IRRE_EA19,OECD_QNA_GDP_USA,OECD_QNA_GDP_DEU,OECD_QNA_GDP_CHN,OECD_QNA_GDP_CHE,OECD_QNA_GDP_AUT,OECD_QNA_GDP_POL,OECD_QNA_GDP_DNK,OECD_QNA_GDP_SWE,OECD_QNA_GDP_EU27_2020,OECD_QNA_GDP_OECD,OECD_QNA_GDP_OECDE,OECD_MEI_REAL_PRI_USA,OECD_MEI_REAL_PRI_DEU,OECD_MEI_REAL_PRI_CHE,OECD_MEI_REAL_PRI_AUT,OECD_MEI_REAL_PRI_POL,OECD_MEI_REAL_PRI_DNK,OECD_MEI_REAL_PRI_SWE,OECD_MEI_REAL_PRI_EU27_2020,OECD_MEI_REAL_PRI_OECD,OECD_MEI_REAL_PRI_OECDE,OECD_MEI_REAL_PRM_USA,OECD_MEI_REAL_PRM_DEU,OECD_MEI_REAL_PRM_CHE,OECD_MEI_REAL_PRM_AUT,OECD_MEI_REAL_PRM_POL,OECD_MEI_REAL_PRM_DNK,OECD_MEI_REAL_PRM_SWE,OECD_MEI_REAL_PRM_EU27_2020,OECD_MEI_REAL_PRC_USA,OECD_MEI_REAL_PRC_DEU,OECD_MEI_REAL_PRC_CHN,OECD_MEI_REAL_PRC_AUT,OECD_MEI_REAL_PRC_POL,OECD_MEI_REAL_PRC_SWE,OECD_MEI_REAL_PRC_EU27_2020,OECD_MEI_CLI_CLI_USA,OECD_MEI_CLI_CLI_DEU,OECD_MEI_CLI_CLI_CHN,OECD_MEI_CLI_CBC_USA,OECD_MEI_CLI_CBC_DEU,OECD_MEI_CLI_CBC_CHN,OECD_MEI_CLI_CBC_CHE,OECD_MEI_CLI_CBC_AUT,OECD_MEI_CLI_CBC_POL,OECD_MEI_CLI_CBC_DNK,OECD_MEI_CLI_CBC_SWE,OECD_MEI_CLI_CBC_EU27_2020,OECD_MEI_CLI_CBC_EA19,OECD_MEI_CLI_CBC_OECD,OECD_MEI_CLI_CBC_OECDE,OECD_MEI_CLI_CCP_USA,OECD_MEI_CLI_CCP_DEU,OECD_MEI_CLI_CCP_CHN,OECD_MEI_CLI_CCP_CHE,OECD_MEI_CLI_CCP_AUT,OECD_MEI_CLI_CCP_POL,OECD_MEI_CLI_CCP_DNK,OECD_MEI_CLI_CCP_SWE,OECD_MEI_CLI_CCP_EU27_2020,OECD_MEI_CLI_CCP_EA19,OECD_MEI_CLI_CCP_OECD,OECD_MEI_CLI_CCP_OECDE,OECD_PRICES_CPI_CPI_USA,OECD_PRICES_CPI_CPI_DEU,OECD_PRICES_CPI_CPI_CHE,OECD_PRICES_CPI_CPI_AUT,OECD_PRICES_CPI_CPI_POL,OECD_PRICES_CPI_CPI_DNK,OECD_PRICES_CPI_CPI_SWE,OECD_PRICES_CPI_CPI_EU27_2020,OECD_PRICES_CPI_FHE_USA,OECD_PRICES_CPI_FHE_DEU,OECD_PRICES_CPI_FHE_CHE,OECD_PRICES_CPI_FHE_AUT,OECD_PRICES_CPI_FHE_POL,OECD_PRICES_CPI_FHE_DNK,OECD_PRICES_CPI_FHE_SWE,OECD_PRICES_CPI_FHE_EU27_2020,OECD_PRICES_CPI_HWE_USA,OECD_PRICES_CPI_HWE_DEU,OECD_PRICES_CPI_HWE_CHE,OECD_PRICES_CPI_HWE_AUT,OECD_PRICES_CPI_HWE_POL,OECD_PRICES_CPI_HWE_DNK,OECD_PRICES_CPI_HWE_SWE,OECD_PRICES_CPI_HWE_EU27_2020,OECD_STLABOUR_MUE_USA,OECD_STLABOUR_MUE_DEU,OECD_STLABOUR_MUE_AUT,OECD_STLABOUR_MUE_POL,OECD_STLABOUR_MUE_DNK,OECD_STLABOUR_MUE_SWE,OECD_STLABOUR_MUE_EU27_2020,OECD_MEI_BTS_COS_SP_DEU,OECD_MEI_BTS_COS_SP_CHE,OECD_MEI_BTS_COS_SP_AUT,OECD_MEI_BTS_COS_SP_POL,OECD_MEI_BTS_COS_SP_DNK,OECD_MEI_BTS_COS_SP_SWE,OECD_MEI_BTS_COS_SP_EA19,OECD_MATERIAL_RESOURCES_DMC_USA,OECD_MATERIAL_RESOURCES_DMC_DEU,OECD_MATERIAL_RESOURCES_DMC_CHN,OECD_MATERIAL_RESOURCES_DMC_CHE,OECD_MATERIAL_RESOURCES_DMC_AUT,OECD_MATERIAL_RESOURCES_DMC_POL,OECD_MATERIAL_RESOURCES_DMC_DNK,OECD_MATERIAL_RESOURCES_DMC_SWE,OECD_MATERIAL_RESOURCES_DMC_EU27_2020,OECD_MATERIAL_RESOURCES_DMC_EA19,OECD_MATERIAL_RESOURCES_DMC_OECD,OECD_MATERIAL_RESOURCES_DMC_OECDA,OECD_MATERIAL_RESOURCES_DMC_OECDSO,OECD_MATERIAL_RESOURCES_DMC_OECDE,OECD_MATERIAL_RESOURCES_MF_USA,OECD_MATERIAL_RESOURCES_MF_DEU,OECD_MATERIAL_RESOURCES_MF_CHN,OECD_MATERIAL_RESOURCES_MF_CHE,OECD_MATERIAL_RESOURCES_MF_AUT,OECD_MATERIAL_RESOURCES_MF_POL,OECD_MATERIAL_RESOURCES_MF_DNK,OECD_MATERIAL_RESOURCES_MF_SWE,OECD_MATERIAL_RESOURCES_MF_EU27_2020,OECD_MATERIAL_RESOURCES_MF_EA19,OECD_MATERIAL_RESOURCES_MF_OECD,OECD_MATERIAL_RESOURCES_MF_OECDA,OECD_MATERIAL_RESOURCES_MF_OECDSO,OECD_MATERIAL_RESOURCES_MF_OECDE
856,1990-05,8.76,8.715,,6.3,8.83,,10.43904,13.28,10.79594,8.35,8.33,,,8.75,,11.35759,12.97,,8.18,7.72,9.0,8.875,,36.0,,11.0,,4.7221,1.415924,0.95,6.332838,6.052605,0.8114,95.58848,111.4265,90.74906,87.66033,102.5184,,101.3634,145.3655,124.1207,0.36297003,,,0.30052948,,,,,,0.934443136,0.629017,62.00073,72.53976,,47.4491,28.90124,78.55153,70.31711,77.06223,66.73653,70.04956,62.32124,,,45.60656,19.88527,68.51743,69.16571,,39.56317,105.9309,,,36.37411,,,99.57446,101.5071,,99.19505,101.9229,,101.3531,102.75,,99.19592,,101.3512,101.3026,100.4955,100.8743,100.6467,101.4327,99.63891,99.85204,104.1299,,99.15244,,102.4686,102.1438,101.1229,101.2762,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,,,7.1,1.7,,35.6,,12.6,,,-5.8,40.4,279.9123,,232.4398,3.715302,10.06584,,,,,,,375.517547607422,80.07421875,,8062.544,1788.624,6059.479,215.6444,171.6921,513.3131,104.1398,145.4092,7325.2470703125,6016.0869140625,23466.935546875,10283.5546875,4396.1318359375,8787.248046875
857,1990-06,8.48,8.8325,,6.147,8.84,,10.36105,12.89,10.70634,8.23,8.3,,,8.7,,10.76096,12.56,,8.29,7.83,9.0,8.9375,,28.0,,11.0,,4.7221,1.4252,0.95,6.409853,6.089595,0.8177,96.24921,110.5115,89.21762,87.68481,102.1278,,100.3633,144.954,122.4487,0.36297003,,,0.30052948,,,,,,0.934443136,0.629017,62.21151,72.53976,,49.26154,28.55674,77.70576,70.41828,76.56599,66.98877,70.34511,62.51854,,,47.73121,19.55599,67.7797,69.47916,,38.58818,102.1385,,,34.65118,,,99.2878,101.607,,99.00126,101.9699,,101.1474,102.6874,,99.16673,,101.1986,101.2067,100.3622,100.7677,100.3626,101.4739,99.66971,99.89691,104.1544,,98.93968,,102.4278,102.1022,100.9929,101.2817,,,,,,,,,,,,,,,,,,,,,,,,,5.2,,,,7.1,1.5,,26.3,,15.0,,,-6.2,26.0,279.9123,,232.4398,3.715302,10.06584,,,,,,,375.517547607422,80.07421875,,8062.544,1788.624,6059.479,215.6444,171.6921,513.3131,104.1398,145.4092,7325.2470703125,6016.0869140625,23466.935546875,10283.5546875,4396.1318359375,8787.248046875
858,1990-07,8.47,8.545,,6.078,8.67,,10.0259,12.82,10.56729,8.1,8.26,,,8.69,,10.69439,12.58,,8.15,8.02,9.0,8.5625,,28.0,,11.0,,4.7221,1.392577,0.95,6.240877,5.948355,0.7927,94.54568,110.3528,89.47221,87.33442,103.4482,,99.799,145.7579,123.1032,0.066581679,,,-0.415791459,,,,,,0.385341834,0.090655,62.10801,73.22469,,48.03308,29.66453,79.8202,68.59712,76.86005,67.02786,70.04715,62.37842,,,46.20989,20.42365,69.62405,67.28507,,38.11327,106.1033,,,34.12358,,,98.89114,101.6636,,98.69333,102.0924,,100.913,102.5979,,99.20035,,101.0553,101.1285,100.1707,100.6187,99.88255,101.485,99.62112,99.91814,104.0548,,98.8326,,102.2695,101.9695,100.7685,101.2255,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,,,7.2,1.7,,22.9,,14.0,,,-23.3,19.9,279.9123,,232.4398,3.715302,10.06584,,,,,,,375.517547607422,80.07421875,,8062.544,1788.624,6059.479,215.6444,171.6921,513.3131,104.1398,145.4092,7325.2470703125,6016.0869140625,23466.935546875,10283.5546875,4396.1318359375,8787.248046875
859,1990-08,8.75,8.9975,,6.484,8.83,,10.46521,13.26,10.95686,7.97,8.45,,,8.77,,10.32956,12.99,,8.13,8.03,7.92,7.125,,28.0,,11.0,,4.7221,1.306432,0.95,6.006022,5.777278,0.7599,93.39952,111.1435,87.01482,90.50712,103.9917,,100.6713,145.3515,124.7954,0.066581679,,,-0.415791459,,,,,,0.385341834,0.090655,62.33297,73.66055,,48.00488,29.84076,81.61747,70.21593,77.37466,67.31236,70.30585,62.60586,,,46.62088,20.41447,71.19173,68.95676,,37.28695,103.4313,,,34.45559,,,98.41575,101.6481,,98.39314,102.2102,,100.6621,102.4761,,99.16566,,100.9006,101.0443,99.97028,100.4278,99.11237,101.3489,99.52202,99.66798,103.6998,,98.82222,,101.83,101.6192,100.3685,101.0002,,,,,,,,,,,,,,,,,,,,,,,,,5.7,,,,7.2,1.7,,26.3,,11.5,,,-23.0,31.4,279.9123,,232.4398,3.715302,10.06584,,,,,,,375.517547607422,80.07421875,,8062.544,1788.624,6059.479,215.6444,171.6921,513.3131,104.1398,145.4092,7325.2470703125,6016.0869140625,23466.935546875,10283.5546875,4396.1318359375,8787.248046875
860,1990-09,8.89,9.105,,6.509,8.99,,10.8285,13.35,11.13562,8.06,8.47,,,8.92,,10.5448,13.07,,8.2,8.03,7.92,7.25,,28.0,,11.0,,4.7221,1.307485,0.95,5.99388,5.765305,0.7617,92.1125,110.2703,84.03325,90.03819,103.156,,100.794,145.8574,123.1641,0.066581679,,,-0.415791459,,,,,,0.385341834,0.090655,62.34635,74.34547,,49.24872,29.71359,79.39731,70.31711,77.76062,67.35809,70.70274,62.49658,,,46.51075,20.38931,69.25517,68.85227,,36.14645,103.6899,,,32.99761,,,97.93436,101.5378,,98.07226,102.3106,,100.3463,102.3001,,99.01309,,100.7562,100.9537,99.76094,100.2273,98.37247,101.0842,99.44111,98.94666,103.2953,,98.87034,,101.1701,101.0884,99.932,100.6501,,,,,,,,,,,,,,,,,,,,,,,,,5.9,,,,7.3,1.9,,25.6,,12.6,,,-20.1,28.8,279.9123,,232.4398,3.715302,10.06584,,,,,,,375.517547607422,80.07421875,,8062.544,1788.624,6059.479,215.6444,171.6921,513.3131,104.1398,145.4092,7325.2470703125,6016.0869140625,23466.935546875,10283.5546875,4396.1318359375,8787.248046875
861,1990-10,8.72,9.0675,,6.491,9.02,,10.77043,13.25,11.07904,8.06,8.6,,,9.04,,10.74872,14.67,,8.11,8.04,7.92,7.625,,36.0,,11.0,,4.7221,1.281483,0.95,5.817465,5.642317,0.7398,89.94405,110.7115,83.4471,89.39627,102.7127,,100.6798,145.2364,123.6966,-0.910404557,,,-0.324933532,,,,,,0.216766271,1.143431,61.96305,74.47,,48.52799,30.00833,80.87742,70.31711,77.91684,67.45061,70.70363,62.08842,,,46.89112,20.55614,70.54622,68.95676,,35.24619,107.2238,,,33.60756,,,97.51614,101.339,,97.74119,102.283,,99.99454,102.0371,,98.75576,,100.5287,100.7773,99.53806,100.0031,97.78112,100.9237,99.45897,98.0006,103.0576,,98.9403,,100.8426,100.8163,99.64809,100.5089,,,,,,,,,,,,,,,,,,,,,,,,,5.9,,,,7.3,2.0,,22.0,,11.8,,,-58.4,22.9,279.9123,,232.4398,3.715302,10.06584,,,,,,,375.517547607422,80.07421875,,8062.544,1788.624,6059.479,215.6444,171.6921,513.3131,104.1398,145.4092,7325.2470703125,6016.0869140625,23466.935546875,10283.5546875,4396.1318359375,8787.248046875
862,1990-11,8.39,8.9325,,6.563,8.85,,10.67318,12.8,10.98924,8.03,8.88,,,9.17,,10.43037,14.89,,7.81,8.12,7.92,7.3125,,48.0,,11.5,,4.9554,1.257164,0.95,5.698676,5.564886,0.724,89.71635,111.5176,79.22987,90.38016,103.0391,,100.9992,145.4309,125.5815,-0.910404557,,,-0.324933532,,,,,,0.216766271,1.143431,61.18992,74.47,,47.92796,29.92233,81.72319,70.11475,77.18169,66.97836,70.4262,61.34633,,,45.60704,20.65469,71.28396,68.7478,,34.17745,108.0857,,,33.26468,,,97.22665,101.0726,,97.41528,102.1006,,99.64325,101.8527,,98.58649,,100.258,100.5219,99.30246,99.7504,97.57112,100.8867,99.62175,97.15421,103.1054,,99.05045,,100.8026,100.7823,99.58208,100.5115,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,,,7.4,2.3,,17.3,,10.9,,,-58.0,24.5,279.9123,,232.4398,3.715302,10.06584,,,,,,,375.517547607422,80.07421875,,8062.544,1788.624,6059.479,215.6444,171.6921,513.3131,104.1398,145.4092,7325.2470703125,6016.0869140625,23466.935546875,10283.5546875,4396.1318359375,8787.248046875
863,1990-12,8.08,8.845,,6.601,8.69,,10.35833,12.3,10.86486,7.82,9.21,,,9.45,,10.48188,14.36,,7.31,8.43,7.92,8.75,,48.0,,11.5,,5.2221,1.278117,0.95,5.749983,5.613645,0.732,90.76443,112.6275,76.21977,89.6776,103.3258,,100.7663,145.4269,126.3854,-0.910404557,,,-0.324933532,,,,,,0.216766271,1.143431,60.76459,74.78133,,50.60897,29.28011,80.45453,70.92416,77.99035,67.00791,70.88653,60.86721,,,47.62335,20.30713,70.17735,69.68811,,33.41871,101.0179,,,27.33643,,,97.11147,100.762,,97.15739,101.6831,,99.29243,101.691,,98.51124,,99.90659,100.1387,99.06133,99.4386,97.63496,100.785,99.92336,96.66624,103.3564,,99.20416,,100.6998,100.6945,99.62709,100.4998,,,,,,,,,,,,,,,,,,,,,,,,,6.3,,,,7.4,2.2,,16.7,,9.7,,,-57.3,23.1,279.9123,,232.4398,3.715302,10.06584,,,,,,,375.517547607422,80.07421875,,8062.544,1788.624,6059.479,215.6444,171.6921,513.3131,104.1398,145.4092,7325.2470703125,6016.0869140625,23466.935546875,10283.5546875,4396.1318359375,8787.248046875
864,1991-01,8.09,8.9275,,6.415,8.85,,10.27954,11.85,10.84488,7.17,9.35,,,9.66,,10.52118,13.37,,6.91,8.53,7.92,7.625,,60.0,,11.5,,5.2221,1.272143,0.95,5.8126,5.6357,0.7367,90.44806,111.7832,76.34892,90.90864,102.7037,,99.48308,148.3258,124.9802,-0.467940645,2.718686023,,0.274633536,,,,,,0.070313108,0.2137,60.56203,77.07237,,49.22401,28.83657,78.8687,70.01358,79.72252,66.8849,70.43716,60.48669,77.9,,47.34072,20.07664,68.79409,68.7478,78.07516,32.29448,119.5513,,,36.7809,,,97.17046,100.437,,96.98224,101.0795,,98.98293,101.4758,,98.48277,,99.44283,99.6105,98.81107,99.04542,97.98166,100.4914,100.3016,96.48677,103.6505,,99.40159,,100.4338,100.4695,99.7222,100.3489,,,,,,,,,,,,,,,,,,,,,,,,,6.4,5.2,,,7.4,2.2,,26.0,,15.7,,,-65.7,31.6,269.6135,,230.213,2.534882,9.46905,,,,,,,364.621246337891,77.304573059082,,7572.48,2010.679,6318.075,246.6353,207.5489,577.7853,103.2906,145.8131,8040.857421875,6701.7001953125,23608.908203125,9697.62109375,4366.681640625,9544.60546875
865,1991-02,7.85,8.35,,6.221,8.55,,9.4195,11.15,10.44127,6.52,9.08,,,9.43,,10.59118,12.05,,6.25,8.69,7.92,8.1875,,60.0,,11.0,,5.2221,1.267825,0.95,5.693255,5.53507,0.7226,89.24114,112.2844,75.60661,90.18843,103.3596,,99.51202,152.2017,126.2072,-0.467940645,2.718686023,,0.274633536,,,,,,0.070313108,0.2137,60.12034,76.16445,,49.26717,27.19407,79.8202,70.11475,78.86873,66.68652,70.26493,60.05627,77.0,,47.49816,19.0399,69.62405,68.64331,76.88564,31.33574,95.96318,,,31.73413,,,97.38683,100.1464,,97.00333,100.6044,,98.68798,101.2889,,98.51151,,99.04599,99.16611,98.64735,98.67516,98.61415,100.1567,100.6544,96.58733,103.6688,,99.56727,,100.3942,100.4317,99.98292,100.371,,,,,,,,,,,,,,,,,,,,,,,,,6.6,5.2,,,7.5,2.5,,25.1,,12.4,,,-65.8,29.2,269.6135,,230.213,2.534882,9.46905,,,,,,,364.621246337891,77.304573059082,,7572.48,2010.679,6318.075,246.6353,207.5489,577.7853,103.2906,145.8131,8040.857421875,6701.7001953125,23608.908203125,9697.62109375,4366.681640625,9544.60546875
866,1991-03,8.11,8.4275,,6.155,8.41,,9.323158,11.33,10.37246,6.45,9.09,,,9.27,,10.33018,12.1,,6.12,8.76,7.92,8.6875,,60.0,,10.0,,5.2221,1.38779,0.95,6.152055,5.88004,0.7818,92.12688,110.1222,74.93433,87.67081,102.6364,,98.21516,152.6914,121.8706,-0.467940645,2.718686023,,0.274633536,,,,,,0.070313108,0.2137,59.78186,75.66005,,49.0534,26.82044,80.03164,69.40652,78.12167,66.26324,69.76185,59.6,76.5,,46.99244,18.60806,69.80848,68.2254,76.56123,30.87451,111.0365,,,31.40821,,,97.7088,99.9309,,97.2532,100.2701,,98.46712,101.1024,,98.58711,,98.8192,98.91085,98.66244,98.50832,99.3354,99.92582,100.8747,96.98287,103.4931,,99.73875,,100.628,100.6187,100.3635,100.617,,,,,,,,,,,,,,,,,,,,,,,,,6.8,5.3,,,7.6,2.6,,26.6,,12.6,,,-67.4,21.8,269.6135,,230.213,2.534882,9.46905,,,,,,,364.621246337891,77.304573059082,,7572.48,2010.679,6318.075,246.6353,207.5489,577.7853,103.2906,145.8131,8040.857421875,6701.7001953125,23608.908203125,9697.62109375,4366.681640625,9544.60546875
867,1991-04,8.04,8.3575,,6.016,8.4,,9.214,11.34,10.11736,6.06,9.18,,,9.26,,10.12957,12.27,,5.91,8.85,7.2,8.4375,,60.0,,10.0,,5.2659,1.4383,0.95,6.512838,6.111357,0.8267,93.12868,107.7195,75.79908,88.07591,100.7342,,96.50514,153.118,117.0919,0.779689057,-0.43797429,,-1.107734267,,,,,,0.659929272,0.295951,59.93563,75.05477,,49.67765,25.34301,79.29159,69.00182,77.58804,66.19193,69.27588,59.85667,75.9,,47.89846,17.34476,69.16296,68.12091,75.91241,30.74785,110.001,,,32.8993,,,98.07617,99.80347,,97.70661,100.086,,98.24619,100.866,,98.68535,,98.72729,98.8216,98.82379,98.49834,99.53912,99.94588,100.9113,97.47344,103.246,,99.71803,,100.7423,100.7079,100.5016,100.759,,,,,,,,,,,,,,,,,,,,,,,,,6.7,5.3,,,7.7,2.7,,20.0,,18.6,,,-69.0,14.9,269.6135,,230.213,2.534882,9.46905,,,,,,,364.621246337891,77.304573059082,,7572.48,2010.679,6318.075,246.6353,207.5489,577.7853,103.2906,145.8131,8040.857421875,6701.7001953125,23608.908203125,9697.62109375,4366.681640625,9544.60546875
868,1991-05,8.07,8.395,,5.813,8.44,,9.111905,10.77,9.985477,5.91,9.08,,,9.28,,9.9908,11.74,,5.78,8.58,7.2,7.375,,51.0,,9.0,,5.3139,1.45396,1.027695,6.563605,6.1433,0.8339,93.36098,107.6215,76.86062,88.2644,100.601,,96.84494,153.1281,116.6054,0.779689057,-0.43797429,,-1.107734267,,,,,,0.659929272,0.295951,60.53675,73.84421,,49.23848,23.85978,80.45453,68.59712,77.48132,66.43035,68.99709,60.27013,74.7,,47.63609,16.14249,70.17735,67.703,75.26359,31.4622,108.7353,,,32.5665,,,98.44571,99.74323,,98.31919,99.99429,,98.10443,100.6765,,98.74598,,98.67754,98.79633,99.05115,98.52079,99.52216,99.94253,100.7703,97.8274,103.0963,,99.61126,,100.7,100.6653,100.4888,100.7493,,,,,,,,,,,,,,,,,,,,,,,,,6.9,5.3,,,7.8,2.7,,11.8,,13.6,,,-69.7,15.0,269.6135,,230.213,2.534882,9.46905,,,,,,,364.621246337891,77.304573059082,,7572.48,2010.679,6318.075,246.6353,207.5489,577.7853,103.2906,145.8131,8040.857421875,6701.7001953125,23608.908203125,9697.62109375,4366.681640625,9544.60546875
869,1991-06,8.28,8.4075,,5.971,8.5,,9.204737,10.6,10.05273,6.07,9.06,,,9.3,68.5,9.757505,10.61,,5.9,8.79,7.2,7.5,,51.0,,9.0,,5.3535,1.529165,1.140365,6.875095,6.43339,0.8687,94.71828,107.194,76.36961,86.72981,100.4116,,95.71098,150.4762,114.9367,0.779689057,-0.43797429,,-1.107734267,,,,,,0.659929272,0.295951,61.02524,77.07237,,49.72013,24.6425,79.8202,68.39477,79.08218,66.49226,69.60484,60.82589,77.9,,47.61309,16.68058,69.62405,67.28507,77.21006,32.29784,108.8503,,,32.9596,,,98.78404,99.72385,,99.03987,99.92545,,97.93714,100.465,,98.7884,,98.63246,98.78072,99.34289,98.60214,99.5872,99.66183,100.5111,97.86945,102.9943,,99.6056,,100.4305,100.4334,100.4415,100.5957,,,,,,,,,,,,,,,,,,,,,,,,,6.9,5.4,,,7.9,2.8,,14.4,,16.3,,,-70.1,17.2,269.6135,,230.213,2.534882,9.46905,,,,,,,364.621246337891,77.304573059082,,7572.48,2010.679,6318.075,246.6353,207.5489,577.7853,103.2906,145.8131,8040.857421875,6701.7001953125,23608.908203125,9697.62109375,4366.681640625,9544.60546875
870,1991-07,8.27,8.6325,,5.996,8.62,,9.34087,10.61,10.22461,5.98,9.15,,,9.32,62.0,9.50377,10.57,,5.82,8.83,7.2,7.5,,44.0,,9.0,,5.3555,1.548535,1.145161,6.915726,6.470157,0.8707,94.493,108.0826,76.73088,85.34723,100.9437,,94.66978,149.4884,115.673,0.505358687,-0.184476234,,-0.129414124,,,,,,0.339887142,0.321881,61.1925,74.85301,,49.01506,24.34218,82.67469,68.49594,77.48132,66.5623,68.78528,61.15063,75.7,,47.15109,16.47079,72.11391,67.28507,75.80427,32.73806,109.7708,,,33.72142,,,99.04364,99.72327,,99.57551,99.80787,,97.83994,100.2031,,98.81535,,98.57612,98.75606,99.57589,98.70909,99.64835,99.18138,100.2279,97.70541,102.8208,,99.62901,,100.0788,100.1407,100.3792,100.4298,,,,,,,,,,,,,,,,,,,,,,,,,6.8,5.5,,,7.9,3.2,,15.6,,10.4,,,-73.6,13.6,269.6135,,230.213,2.534882,9.46905,,,,,,,364.621246337891,77.304573059082,,7572.48,2010.679,6318.075,246.6353,207.5489,577.7853,103.2906,145.8131,8040.857421875,6701.7001953125,23608.908203125,9697.62109375,4366.681640625,9544.60546875
871,1991-08,7.9,8.52,,6.107,8.65,,9.335,10.62,10.20169,5.65,9.31,,,9.5,49.1,9.4889,10.7,,5.66,8.93,7.2,7.75,,39.0,,9.0,,5.3593,1.52049,1.130081,6.751929,6.336043,0.8503,93.597,108.4692,75.52945,85.5348,101.7534,,95.08415,149.3597,116.7626,0.505358687,-0.184476234,,-0.129414124,,,,,,0.339887142,0.321881,61.20122,73.64245,,49.81817,23.74712,80.98314,66.77596,77.48132,66.32216,68.49328,61.22738,74.6,,47.29541,16.03276,70.63844,66.1358,75.69614,33.69125,108.9654,,,33.23465,,,99.18541,99.74157,,99.95698,99.67183,,97.80368,99.99773,,98.78835,,98.49659,98.71736,99.74667,98.81326,99.61277,98.97942,99.99104,97.45102,102.49,,99.66069,,99.93096,100.0277,100.3357,100.4213,,,,,,,,,,,,,,,,,,,,,,,,,6.9,5.6,,,8.0,3.4,,14.8,,7.5,,,-73.2,10.0,269.6135,,230.213,2.534882,9.46905,,,,,,,364.621246337891,77.304573059082,,7572.48,2010.679,6318.075,246.6353,207.5489,577.7853,103.2906,145.8131,8040.857421875,6701.7001953125,23608.908203125,9697.62109375,4366.681640625,9544.60546875
872,1991-09,7.65,8.455,,6.198,8.58,,9.138095,10.18,10.00208,5.47,9.27,,,9.51,48.7,9.705124,10.27,,5.45,9.07,7.2,8.3125,,36.0,,9.0,,5.3735,1.483905,1.115552,6.506014,6.176776,0.8281,92.60479,108.8523,73.48089,85.68769,101.1801,,96.64639,151.0553,117.9609,0.505358687,-0.184476234,,-0.129414124,,,,,,0.339887142,0.321881,61.70488,73.44069,,49.10316,23.17675,80.98314,67.58537,77.58804,66.57462,68.71613,61.84811,74.0,,47.26657,15.69382,70.63844,67.07611,75.69614,34.31917,110.2311,,,32.73388,,,99.21586,99.76962,,100.0701,99.56793,,97.73498,99.83681,,98.70766,,98.40062,98.64199,99.78655,98.84433,99.41356,99.10696,99.84467,97.16689,102.1223,,99.72795,,100.0112,100.0981,100.2784,100.5426,,,,,,,,,,,,,,,,,,,,,,,,,6.9,5.7,,,8.1,3.5,,17.0,,8.6,,,-70.1,9.6,269.6135,,230.213,2.534882,9.46905,,,,,,,364.621246337891,77.304573059082,,7572.48,2010.679,6318.075,246.6353,207.5489,577.7853,103.2906,145.8131,8040.857421875,6701.7001953125,23608.908203125,9697.62109375,4366.681640625,9544.60546875
