,index,TIME_PERIOD,OECD_MATERIAL_RESOURCES_DMC_AUT,OECD_MATERIAL_RESOURCES_DMC_CHN,OECD_MATERIAL_RESOURCES_DMC_DEU,OECD_MATERIAL_RESOURCES_DMC_DNK,OECD_MATERIAL_RESOURCES_DMC_EA19,OECD_MATERIAL_RESOURCES_DMC_EU27_2020,OECD_MATERIAL_RESOURCES_DMC_OECDA,OECD_MATERIAL_RESOURCES_DMC_OECDSO,OECD_MATERIAL_RESOURCES_DMC_POL,OECD_MATERIAL_RESOURCES_DMC_SWE,OECD_MATERIAL_RESOURCES_DMC_USA,OECD_MATERIAL_RESOURCES_MF_CHN,OECD_MATERIAL_RESOURCES_MF_OECDA,OECD_MATERIAL_RESOURCES_MF_OECDSO,OECD_MATERIAL_RESOURCES_MF_USA,OECD_MEI_BTS_COS_SP_AUT,OECD_MEI_BTS_COS_SP_CHE,OECD_MEI_BTS_COS_SP_DEU,OECD_MEI_BTS_COS_SP_DNK,OECD_MEI_BTS_COS_SP_EA19,OECD_MEI_BTS_COS_SP_POL,OECD_MEI_BTS_COS_SP_SWE,OECD_MEI_CLI_CBC_AUT,OECD_MEI_CLI_CBC_CHE,OECD_MEI_CLI_CBC_CHN,OECD_MEI_CLI_CBC_DEU,OECD_MEI_CLI_CBC_DNK,OECD_MEI_CLI_CBC_EA19,OECD_MEI_CLI_CBC_EU27_2020,OECD_MEI_CLI_CBC_OECD,OECD_MEI_CLI_CBC_OECDE,OECD_MEI_CLI_CBC_POL,OECD_MEI_CLI_CBC_SWE,OECD_MEI_CLI_CBC_USA,OECD_MEI_CLI_CCP_AUT,OECD_MEI_CLI_CCP_CHE,OECD_MEI_CLI_CCP_CHN,OECD_MEI_CLI_CCP_DEU,OECD_MEI_CLI_CCP_DNK,OECD_MEI_CLI_CCP_EA19,OECD_MEI_CLI_CCP_EU27_2020,OECD_MEI_CLI_CCP_OECD,OECD_MEI_CLI_CCP_OECDE,OECD_MEI_CLI_CCP_POL,OECD_MEI_CLI_CCP_SWE,OECD_MEI_CLI_CCP_USA,OECD_MEI_CLI_CLI_CHN,OECD_MEI_CLI_CLI_DEU,OECD_MEI_CLI_CLI_USA,OECD_MEI_FIN_IRII_AUT,OECD_MEI_FIN_IRII_CHE,OECD_MEI_FIN_IRII_CHN,OECD_MEI_FIN_IRII_DEU,OECD_MEI_FIN_IRII_DNK,OECD_MEI_FIN_IRII_EA19,OECD_MEI_FIN_IRII_POL,OECD_MEI_FIN_IRII_USA,OECD_MEI_FIN_IRLT_AUT,OECD_MEI_FIN_IRLT_CHE,OECD_MEI_FIN_IRLT_DEU,OECD_MEI_FIN_IRLT_DNK,OECD_MEI_FIN_IRLT_EA19,OECD_MEI_FIN_IRLT_POL,OECD_MEI_FIN_IRLT_SWE,OECD_MEI_FIN_IRLT_USA,OECD_MEI_FIN_IRN_CHE,OECD_MEI_FIN_IRN_CHN,OECD_MEI_FIN_IRN_DNK,OECD_MEI_FIN_IRN_EA19,OECD_MEI_FIN_IRN_POL,OECD_MEI_FIN_IRN_SWE,OECD_MEI_FIN_IRRE_AUT,OECD_MEI_FIN_IRRE_CHE,OECD_MEI_FIN_IRRE_CHN,OECD_MEI_FIN_IRRE_DEU,OECD_MEI_FIN_IRRE_DNK,OECD_MEI_FIN_IRRE_EA19,OECD_MEI_FIN_IRRE_POL,OECD_MEI_FIN_IRRE_SWE,OECD_MEI_FIN_IRRE_USA,OECD_MEI_FIN_IRST_AUT,OECD_MEI_FIN_IRST_CHE,OECD_MEI_FIN_IRST_CHN,OECD_MEI_FIN_IRST_DEU,OECD_MEI_FIN_IRST_DNK,OECD_MEI_FIN_IRST_EA19,OECD_MEI_FIN_IRST_POL,OECD_MEI_FIN_IRST_SWE,OECD_MEI_FIN_IRST_USA,OECD_MEI_REAL_PRC_AUT,OECD_MEI_REAL_PRC_CHN,OECD_MEI_REAL_PRC_DEU,OECD_MEI_REAL_PRC_EU27_2020,OECD_MEI_REAL_PRC_POL,OECD_MEI_REAL_PRC_SWE,OECD_MEI_REAL_PRC_USA,OECD_MEI_REAL_PRI_AUT,OECD_MEI_REAL_PRI_CHE,OECD_MEI_REAL_PRI_DEU,OECD_MEI_REAL_PRI_DNK,OECD_MEI_REAL_PRI_EU27_2020,OECD_MEI_REAL_PRI_OECD,OECD_MEI_REAL_PRI_OECDE,OECD_MEI_REAL_PRI_POL,OECD_MEI_REAL_PRI_SWE,OECD_MEI_REAL_PRI_USA,OECD_MEI_REAL_PRM_AUT,OECD_MEI_REAL_PRM_CHE,OECD_MEI_REAL_PRM_DEU,OECD_MEI_REAL_PRM_DNK,OECD_MEI_REAL_PRM_EU27_2020,OECD_MEI_REAL_PRM_POL,OECD_MEI_REAL_PRM_SWE,OECD_MEI_REAL_PRM_USA,OECD_PRICES_CPI_CPI_AUT,OECD_PRICES_CPI_CPI_CHE,OECD_PRICES_CPI_CPI_DEU,OECD_PRICES_CPI_CPI_DNK,OECD_PRICES_CPI_CPI_EU27_2020,OECD_PRICES_CPI_CPI_POL,OECD_PRICES_CPI_CPI_SWE,OECD_PRICES_CPI_CPI_USA,OECD_PRICES_CPI_FHE_AUT,OECD_PRICES_CPI_FHE_CHE,OECD_PRICES_CPI_FHE_DEU,OECD_PRICES_CPI_FHE_DNK,OECD_PRICES_CPI_FHE_EU27_2020,OECD_PRICES_CPI_FHE_POL,OECD_PRICES_CPI_FHE_SWE,OECD_PRICES_CPI_FHE_USA,OECD_PRICES_CPI_HWE_AUT,OECD_PRICES_CPI_HWE_CHE,OECD_PRICES_CPI_HWE_DEU,OECD_PRICES_CPI_HWE_DNK,OECD_PRICES_CPI_HWE_EU27_2020,OECD_PRICES_CPI_HWE_POL,OECD_PRICES_CPI_HWE_SWE,OECD_PRICES_CPI_HWE_USA,OECD_QNA_GDP_AUT,OECD_QNA_GDP_CHE,OECD_QNA_GDP_CHN,OECD_QNA_GDP_DNK,OECD_QNA_GDP_EU27_2020,OECD_QNA_GDP_OECD,OECD_QNA_GDP_OECDE,OECD_QNA_GDP_POL,OECD_QNA_GDP_SWE,OECD_QNA_GDP_USA,OECD_STLABOUR_MUE_AUT,OECD_STLABOUR_MUE_DEU,OECD_STLABOUR_MUE_DNK,OECD_STLABOUR_MUE_EU27_2020,OECD_STLABOUR_MUE_POL,OECD_STLABOUR_MUE_SWE,OECD_STLABOUR_MUE_USA
86,212,2017-10-01,17.19644,340.6516,41.58304,8.718553,191.708358764648,297.776062011719,326.296447753906,69.7685012817383,25.2038,49.25417,214.7295,32330.0,13614.3583984375,4897.1591796875,10182.62,23.8,-17.35,8.7,-0.3,7.9,6.4,16.6,102.2754,101.4912,100.1221,102.3805,101.6486,102.5378,102.6519,101.4918,102.1522,101.6664,102.5598,101.34,101.4276,100.7891,103.2355,101.9202,101.5815,101.9845,102.5,101.1276,101.425,102.1053,100.5677,101.4612,100.7277,101.4674,100.2974,-0.359,-0.97,2.9,-0.359,-0.53,-0.359,1.75,1.15,0.6062,-0.029,0.3725,0.531,1.148949,3.38,0.88,2.36,0.9817227,6.617525,6.331423,0.8506873,3.628186,8.172468,102.4492,94.16281,93.8891,102.5385,101.8827,104.7389,98.88878,100.0716,102.1972,-0.3295455,-0.9251852,4.7,-0.3295455,-0.3060227,-0.3295455,1.73,-0.68,1.26,111.1724,123.3059,111.0365,107.1746,99.99017,120.8209,113.9227,109.2966,107.0866,103.7049,105.4427,105.6563,103.4445,106.3536,112.8334,108.039,100.126,109.5044,109.0458,106.9,107.9242,106.6234,116.2866,108.9746,100.478,0.2,0.1,-0.3,0.1,0.1,0.4,-0.1,-0.2,0.6,-0.4,0.1,0.8,0.1,0.2,-0.1,0.2,0.3,0.2,0.2,0.6,0.4,0.5,-0.5,-0.5,0.535723792,1.048227578,1.6,0.76070515,0.814029,0.859589162,0.911834,1.421514075,0.710548401,1.127046627,5.6,3.5,5.4,8.0,4.7,7.0,4.2
87,213,2017-11-01,17.19644,340.6516,41.58304,8.718553,191.708358764648,297.776062011719,326.296447753906,69.7685012817383,25.2038,49.25417,214.7295,32330.0,13614.3583984375,4897.1591796875,10182.62,15.8,-17.28,7.2,-1.0,8.4,6.7,11.2,102.6157,101.691,99.99513,102.4556,101.6383,102.6348,102.7526,101.5104,102.1921,101.7886,102.485,101.3077,101.6322,100.7564,103.4894,101.9829,101.6311,102.1209,102.6483,101.154,101.4727,102.0968,100.676,101.4411,100.5619,101.5152,100.4279,-0.3492,-1.0,2.9,-0.3492,-0.51,-0.3492,1.75,1.16,0.5145,-0.053,0.3081818,0.442,0.9467041,3.39,0.76,2.35,0.9919091,6.625385,6.340623,0.8517459,3.60305,8.386619,102.8309,93.28605,93.77471,102.138,101.9509,104.7362,100.3773,97.95363,102.2496,-0.329,-0.9066421,4.76,-0.329,-0.3111364,-0.329,1.73,-0.71,1.32,112.826,118.7048,111.4968,107.3964,102.5873,121.5904,114.8147,111.6777,108.7826,107.3776,107.1675,108.111,104.3706,108.0183,112.6966,109.4138,100.3838,111.6035,109.9133,110.8,109.1465,108.8943,116.147,109.6724,100.5513,0.1,-0.3,-0.7,-0.3,-0.1,0.4,0.2,-0.1,-0.1,1.0,0.2,-0.4,0.1,0.0,0.1,-0.4,0.3,0.0,0.2,-0.1,0.3,0.3,0.8,0.1,0.535723792,1.048227578,1.6,0.76070515,0.814029,0.859589162,0.911834,1.421514075,0.710548401,1.127046627,5.9,3.4,5.5,7.9,4.6,6.6,4.2
88,214,2017-12-01,17.19644,340.6516,41.58304,8.718553,191.708358764648,297.776062011719,326.296447753906,69.7685012817383,25.2038,49.25417,214.7295,32330.0,13614.3583984375,4897.1591796875,10182.62,20.8,-16.73,10.0,-1.2,8.0,6.7,5.1,102.755,101.816,99.78704,102.5015,101.5583,102.6628,102.7892,101.5323,102.1768,102.0374,102.3167,101.3664,101.7853,100.7434,103.6175,102.041,101.5855,102.2009,102.7218,101.1459,101.535,102.1456,100.684,101.3585,100.364,101.5216,100.5567,-0.3423,-1.0,2.9,-0.3423,-0.49,-0.3423,1.75,1.3,0.5027,-0.095,0.2968421,0.41,0.8786122,3.27,0.72,2.4,0.9868571,6.59355,6.287981,0.8452995,3.550729,8.397266,102.9851,92.84052,93.78354,102.5314,101.6662,105.0433,101.1299,97.3699,101.7565,-0.3278947,-0.8643056,5.55,-0.3278947,-0.3035526,-0.3278947,1.72,-0.75,1.54,114.2251,109.4531,111.842,108.7278,107.7816,122.7448,116.2155,111.9159,115.324,106.6044,104.4078,108.2177,104.8618,108.8241,114.6114,109.9866,100.6196,112.3032,116.8525,110.1,105.9686,109.3268,118.7994,110.4865,100.3542,0.6,0.2,0.7,-0.4,0.3,0.2,0.4,-0.2,0.5,-0.3,0.1,-0.9,0.0,-0.2,0.3,0.0,0.2,0.1,0.2,-0.4,0.1,0.1,-0.1,0.4,0.535723792,1.048227578,1.6,0.76070515,0.814029,0.859589162,0.911834,1.421514075,0.710548401,1.127046627,5.9,3.4,5.3,7.8,4.4,6.8,4.1
89,215,2018-01-01,18.70342,349.982,44.20799,10.02225,203.303161621094,315.904724121094,334.155242919922,71.6186599731445,23.08271,53.04869,223.11,31974.99,13824.6796875,4977.3603515625,10315.62,27.1,-14.49,14.0,1.1,10.0,7.1,6.7,102.692,101.9078,99.53137,102.4755,101.3489,102.6012,102.7572,101.5388,102.1292,102.4024,102.2494,101.4162,101.7979,100.7311,103.6922,102.0971,101.5634,102.1687,102.6723,101.1446,101.5787,102.2285,100.6867,101.3878,100.1579,101.4786,100.6843,-0.3624,-1.0,2.9,-0.3624,-0.53,-0.3624,1.75,1.41,0.6692,0.103,0.4745454,0.567,1.032119,3.32,0.85,2.58,0.9609478,6.429014,6.108678,0.819927,3.417687,8.061569,102.588,92.93858,94.71646,102.0497,101.3206,104.9705,102.4333,97.7206,99.72102,-0.3284546,-0.8715475,4.85,-0.3284546,-0.3070455,-0.3284546,1.72,-0.69,1.63,111.6812,119.5473,110.116,106.9527,113.9203,125.5665,119.672,110.6062,109.8728,105.9278,106.9375,106.2967,103.9593,107.2997,113.654,109.1846,100.6177,110.4373,111.8959,109.7,110.2465,107.8129,116.845,110.8354,100.0283,-1.0,-0.5,-1.0,-0.3,-0.7,0.2,-0.9,0.6,-0.3,-1.5,0.2,-0.8,-0.3,0.5,-0.7,0.9,0.0,0.7,0.3,0.4,0.7,0.3,1.0,0.4,0.42647453,0.970901253,1.8,0.812658,0.169849,0.591843047,0.295922,1.981497052,0.266389134,0.813409802,5.6,3.3,5.4,7.8,4.2,6.8,4.0
90,216,2018-02-01,18.70342,349.982,44.20799,10.02225,203.303161621094,315.904724121094,334.155242919922,71.6186599731445,23.08271,53.04869,223.11,31974.99,13824.6796875,4977.3603515625,10315.62,16.1,-11.91,15.0,-0.9,9.9,8.9,8.9,102.635,101.9815,99.37261,102.3677,101.312,102.453,102.65,101.5113,102.0014,102.5431,102.31,101.4401,101.726,100.679,103.7622,102.0799,101.5226,102.0396,102.4986,101.1612,101.5523,102.2399,100.5463,101.5471,99.955,101.3959,100.7995,-0.3647,-0.95,2.9,-0.3647,-0.52,-0.3647,1.75,1.42,0.8357,0.116,0.659,0.772,1.26947,3.39,0.91,2.86,0.93405,6.313473,6.03029,0.810291,3.37137,8.032005,102.591,94.77584,96.71096,102.0663,101.9285,104.9685,102.1519,97.32069,98.83296,-0.3285,-0.8715625,4.49,-0.3285,-0.30075,-0.3285,1.72,-0.66,1.78,112.826,117.8667,104.0176,104.6228,109.9065,123.2578,121.4234,111.6777,111.5687,104.1881,105.9026,105.4429,104.2206,106.8258,113.9275,108.8409,100.8623,111.4869,110.6568,107.4,108.7798,105.8664,116.4262,109.4398,100.8767,0.3,0.3,0.5,0.6,0.2,-0.4,0.8,0.5,0.5,1.0,-0.1,0.8,0.1,0.2,1.6,0.5,0.0,-0.3,-0.1,0.4,0.1,0.1,1.0,0.4,0.42647453,0.970901253,1.8,0.812658,0.169849,0.591843047,0.295922,1.981497052,0.266389134,0.813409802,5.4,3.3,4.6,7.7,4.0,5.9,4.1
91,217,2018-03-01,18.70342,349.982,44.20799,10.02225,203.303161621094,315.904724121094,334.155242919922,71.6186599731445,23.08271,53.04869,223.11,31974.99,13824.6796875,4977.3603515625,10315.62,25.0,-12.08,12.2,2.9,12.8,9.7,4.4,102.5487,102.0434,99.56503,102.274,101.4471,102.3064,102.5341,101.4322,101.8618,102.5039,102.4673,101.3214,101.6042,100.5527,103.6965,101.9806,101.3836,101.8767,102.2956,101.1673,101.4829,102.2761,100.4149,101.6461,99.76701,101.2819,100.87,-0.3639,-1.0,2.9,-0.3639,-0.47,-0.3639,1.75,1.51,0.8134,0.054,0.5295238,0.642,1.168796,3.27,0.77,2.84,0.9470909,6.319477,6.035418,0.8110341,3.413723,8.23915,102.9944,93.6235,95.65255,102.7032,102.0417,105.9194,100.7669,95.05773,99.48901,-0.3279048,-0.7952408,4.8,-0.3279048,-0.298625,-0.3279048,1.7,-0.66,2.08,107.4836,116.6555,105.2833,103.7352,111.2051,120.5643,120.5617,110.6062,110.4785,105.8312,107.0525,105.8698,104.656,107.4029,112.6966,110.1012,101.3207,109.9708,111.0285,109.0,107.9242,105.9746,114.1926,110.9517,100.7978,0.9,0.3,0.8,0.0,0.9,0.0,0.3,0.2,1.2,-0.1,0.1,-0.1,0.4,-0.3,-0.4,0.1,0.1,0.1,0.1,0.2,-0.1,-0.1,0.9,-0.1,0.42647453,0.970901253,1.8,0.812658,0.169849,0.591843047,0.295922,1.981497052,0.266389134,0.813409802,5.3,3.3,5.6,7.6,3.8,6.3,4.0
92,218,2018-04-01,18.70342,349.982,44.20799,10.02225,203.303161621094,315.904724121094,334.155242919922,71.6186599731445,23.08271,53.04869,223.11,31974.99,13824.6796875,4977.3603515625,10315.62,24.0,-12.11,13.3,-1.7,10.0,10.3,-0.8,102.361,102.1335,99.77531,102.258,101.773,102.24,102.4673,101.3885,101.8268,102.4016,102.6002,101.1965,101.5005,100.3918,103.5774,101.8508,101.2536,101.7248,102.1191,101.1501,101.4123,102.4814,100.2966,101.5963,99.59148,101.1565,100.89,-0.3657,-0.98,2.9,-0.3657,-0.47,-0.3657,1.75,1.69,0.7625,0.12,0.48,0.553,1.126146,3.06,0.71,2.87,0.9675619,6.299574,6.062186,0.8149529,3.41609,8.441795,102.9792,91.97447,96.20078,102.6557,102.5825,106.2235,101.6284,93.30325,99.62045,-0.32845,-0.8002352,4.37,-0.32845,-0.2889474,-0.32845,1.7,-0.66,2.2,111.6812,112.0354,108.3901,106.5089,109.6704,115.6905,121.3048,112.273,110.3574,105.1546,106.4776,105.6563,104.7534,107.0243,114.7481,106.3204,102.4716,111.4869,112.3916,108.6,109.0242,106.6234,118.241,108.0442,101.4902,0.2,0.2,0.2,0.6,0.4,0.5,0.4,0.4,0.0,0.3,0.0,0.2,0.1,0.3,0.5,0.4,0.0,0.3,0.3,0.2,-0.1,0.2,-1.0,0.0,0.87219907,1.163095147,1.7,-0.034955974,0.557141,0.525530376,0.536984,1.46236174,0.723931106,0.530825141,5.1,3.3,5.1,7.6,3.8,6.6,4.0
93,219,2018-05-01,18.70342,349.982,44.20799,10.02225,203.303161621094,315.904724121094,334.155242919922,71.6186599731445,23.08271,53.04869,223.11,31974.99,13824.6796875,4977.3603515625,10315.62,17.2,-14.18,14.0,-3.2,14.2,9.6,-6.9,102.1326,102.221,99.91753,102.2453,102.0329,102.1697,102.365,101.3897,101.7934,102.3908,102.6082,101.2413,101.3481,100.2511,103.3028,101.7286,101.3211,101.5783,101.949,101.1407,101.3472,102.6238,100.1788,101.5123,99.41699,101.0395,100.8711,-0.3625,-0.95,2.9,-0.3625,-0.5,-0.3625,1.75,1.7,0.7606,-0.008,0.45,0.518,1.234443,3.23,0.66,2.98,0.9970348,6.374281,6.300918,0.847137,3.620083,8.758578,102.432,92.14211,96.67213,102.7943,102.0848,105.484,99.14149,93.13911,102.6828,-0.3252273,-0.7861775,4.54,-0.3252273,-0.2845,-0.3252273,1.7,-0.7,2.16,116.5147,117.2743,111.6119,107.0636,113.5662,122.873,121.8436,115.0114,112.2956,106.701,104.1778,106.937,104.8899,107.6221,116.1158,110.4449,101.5058,114.519,112.8872,110.4,109.2687,108.1373,119.2182,111.4169,100.6292,0.1,0.4,1.1,0.2,0.6,0.2,0.3,0.5,0.1,-0.2,0.0,0.2,0.0,0.1,-0.5,-0.4,0.5,0.2,0.4,0.1,0.4,0.1,-0.6,0.5,0.87219907,1.163095147,1.7,-0.034955974,0.557141,0.525530376,0.536984,1.46236174,0.723931106,0.530825141,4.9,3.2,5.0,7.4,3.8,6.1,3.8
94,220,2018-06-01,18.70342,349.982,44.20799,10.02225,203.303161621094,315.904724121094,334.155242919922,71.6186599731445,23.08271,53.04869,223.11,31974.99,13824.6796875,4977.3603515625,10315.62,23.0,-14.48,18.2,-3.3,13.3,11.0,-4.3,101.8949,102.2347,99.85713,102.204,102.0274,102.1024,102.2753,101.3884,101.7057,102.4226,102.5334,101.3522,101.2198,100.1753,102.869,101.6338,101.438,101.5052,101.8652,101.1544,101.3044,102.6859,100.0188,101.4556,99.23431,100.9393,100.8226,-0.3618,-0.9,2.9,-0.3618,-0.52,-0.3618,1.75,1.82,0.7064,-0.012,0.3271429,0.407,1.288488,3.21,0.55,2.91,0.9895619,6.465695,6.377586,0.8563634,3.686781,8.800062,102.5226,93.70754,95.94443,102.8931,101.6974,105.4971,98.44115,93.86385,104.3868,-0.3220476,-0.7904772,4.63,-0.3220476,-0.3035,-0.3220476,1.7,-0.69,2.19,116.1331,112.5304,109.3106,108.6169,118.6424,126.336,120.221,112.8683,112.1744,106.4111,105.6727,107.0438,105.1882,107.8755,117.4835,110.674,102.3432,111.8367,113.1351,109.8,109.8798,107.9211,118.241,111.9985,101.3087,0.1,0.0,0.1,-0.1,0.1,0.1,0.2,0.1,-0.6,-0.1,0.2,-1.0,0.1,0.1,-0.1,-0.1,0.2,0.0,0.0,0.2,0.1,0.2,1.4,0.7,0.87219907,1.163095147,1.7,-0.034955974,0.557141,0.525530376,0.536984,1.46236174,0.723931106,0.530825141,5.0,3.2,5.3,7.4,3.8,,4.0
95,221,2018-07-01,18.70342,349.982,44.20799,10.02225,203.303161621094,315.904724121094,334.155242919922,71.6186599731445,23.08271,53.04869,223.11,31974.99,13824.6796875,4977.3603515625,10315.62,26.4,-12.19,20.4,-3.0,13.8,11.0,-1.9,101.7622,102.1622,99.69688,102.1097,101.9611,102.0005,102.1683,101.3412,101.5335,102.3536,102.5243,101.4118,101.1731,100.1547,102.6455,101.5748,101.4376,101.4595,101.8406,101.178,101.2485,102.5796,100.0464,101.4248,99.05071,100.8628,100.747,-0.3636,-0.95,2.9,-0.3636,-0.51,-0.3636,1.75,1.91,0.596,0.042,0.2745455,0.32,1.19858,3.17,0.51,2.89,0.9946455,6.718966,6.377323,0.8557927,3.706118,8.822532,102.3486,93.1069,93.51114,103.6155,102.673,106.585,97.86676,94.14526,104.339,-0.3207273,-0.7804359,3.93,-0.3207273,-0.3019318,-0.3207273,1.7,-0.67,2.17,117.0235,109.1301,109.8859,108.7278,118.2882,125.5665,119.7068,112.273,109.5094,104.5747,107.0525,105.6563,104.9538,107.0306,116.9364,107.237,102.4726,111.7201,111.1524,107.7,110.3687,106.4071,119.2182,109.5561,101.3575,-0.6,0.4,0.8,0.8,-0.2,-0.2,0.6,-0.1,-0.4,-1.3,-0.2,0.3,-0.6,0.1,0.0,0.0,0.2,0.1,0.1,-0.7,0.6,0.2,1.5,0.2,0.487549315,-0.355943368,1.4,0.537193737,0.162643,0.265276962,0.084849,1.263906221,-0.107771034,0.623697425,5.2,3.2,5.0,7.3,3.9,6.5,3.8
96,222,2018-08-01,18.70342,349.982,44.20799,10.02225,203.303161621094,315.904724121094,334.155242919922,71.6186599731445,23.08271,53.04869,223.11,31974.99,13824.6796875,4977.3603515625,10315.62,20.5,-11.22,21.2,-4.5,13.3,12.6,-0.7,101.8196,102.1079,99.49472,101.9994,101.8061,101.9238,102.068,101.2765,101.301,102.1353,102.4862,101.5111,101.1912,100.1811,102.5278,101.6045,101.2818,101.41,101.8248,101.1352,101.1027,102.3698,100.2394,101.4358,98.87743,100.7878,100.6457,-0.3591,-0.9,2.9,-0.3591,-0.52,-0.3591,1.75,1.91,0.5973,-0.032,0.2908696,0.326,1.365558,3.14,0.52,2.89,0.9888479,6.851796,6.456465,0.865863,3.71313,9.062278,102.1704,94.55334,92.75101,103.7224,102.5997,107.2113,99.10751,92.64352,104.7179,-0.319,-0.7772809,3.23,-0.319,-0.2993478,-0.319,1.71,-0.68,2.19,116.6419,104.5368,110.5763,109.2825,119.7049,127.1056,119.9677,112.5112,109.5094,106.0245,105.4427,106.937,105.5024,107.8862,118.8512,108.7264,103.169,112.3032,110.9046,108.9,110.4909,107.9211,121.1726,110.2539,101.6144,0.0,0.0,0.0,-0.5,0.1,-0.2,-0.3,0.0,0.3,1.0,-0.1,0.2,0.2,0.2,0.9,-0.3,0.2,0.1,0.3,0.2,0.2,0.3,0.6,0.4,0.487549315,-0.355943368,1.4,0.537193737,0.162643,0.265276962,0.084849,1.263906221,-0.107771034,0.623697425,5.6,3.2,5.0,7.2,3.9,6.5,3.8
97,223,2018-09-01,18.70342,349.982,44.20799,10.02225,203.303161621094,315.904724121094,334.155242919922,71.6186599731445,23.08271,53.04869,223.11,31974.99,13824.6796875,4977.3603515625,10315.62,24.9,-8.68,19.7,-3.2,11.6,11.8,-2.0,101.8561,102.0916,99.16727,101.8778,101.4397,101.8701,101.9918,101.1375,101.0716,101.9071,102.2603,101.4235,101.2292,100.2494,102.5702,101.6299,101.1841,101.3583,101.8031,101.0675,100.9204,102.2782,100.296,101.5173,98.724,100.6917,100.503,-0.3627,-0.9,2.9,-0.3627,-0.51,-0.3627,1.75,1.95,0.6654,0.113,0.3705,0.365,1.319959,3.24,0.6,3.0,0.967935,6.856544,6.39745,0.857064,3.687845,8.95718,102.9795,96.0635,93.45723,104.2846,102.3991,108.0744,99.30062,93.36902,104.8227,-0.31885,-0.7802839,3.12,-0.31885,-0.30375,-0.31885,1.72,-0.73,2.24,119.3131,106.9409,112.0721,109.9482,119.8229,124.5404,118.6427,113.2255,109.6305,104.768,107.0525,106.19,104.8492,106.8952,117.0732,108.4972,103.2139,112.3032,111.8959,108.1,108.902,107.056,119.637,109.4398,101.6432,1.2,0.0,0.1,-0.2,0.4,0.3,0.5,0.1,0.5,0.5,0.5,-0.5,0.3,0.1,0.0,0.2,0.4,0.2,0.5,0.3,0.4,0.3,0.1,-0.2,0.487549315,-0.355943368,1.4,0.537193737,0.162643,0.265276962,0.084849,1.263906221,-0.107771034,0.623697425,5.3,3.2,4.7,7.2,3.9,6.6,3.7
98,224,2018-10-01,18.70342,349.982,44.20799,10.02225,203.303161621094,315.904724121094,334.155242919922,71.6186599731445,23.08271,53.04869,223.11,31974.99,13824.6796875,4977.3603515625,10315.62,26.3,-7.51,18.3,-2.9,13.4,11.5,1.2,101.8066,102.0482,98.77757,101.7221,101.1203,101.7761,101.9052,100.983,100.9261,101.8467,102.156,101.2158,101.2304,100.3111,102.8308,101.6315,101.0535,101.3323,101.7776,100.9776,100.7854,102.2001,100.1,101.4999,98.5868,100.5566,100.3145,-0.366,-0.9,2.9,-0.366,-0.54,-0.366,1.75,2.19,0.6875,0.071,0.3990909,0.418,1.555397,3.22,0.67,3.15,0.9934869,6.936347,6.496069,0.8707709,3.748104,9.034913,102.8224,94.49905,92.92772,103.6199,101.907,106.6927,98.847,93.26327,105.4131,-0.3176956,-0.8310764,3.22,-0.3176956,-0.3058696,-0.3176956,1.72,-0.7,2.37,120.4579,98.17067,110.9215,109.1716,121.5937,124.6687,117.3012,115.7258,114.7184,104.4781,111.192,106.5101,105.3629,107.0872,119.1247,112.278,103.0413,114.1691,116.9765,108.0,114.1577,107.8129,121.1726,113.8593,101.1609,0.5,0.2,0.1,0.3,0.3,0.4,-0.2,0.1,0.2,0.1,0.1,1.1,0.2,-0.1,0.0,0.6,1.2,0.5,0.4,0.5,0.7,0.3,-0.1,-0.1,0.977113113,0.172468527,1.4,0.148505442,0.650903,0.159294843,0.197339,0.976875318,1.160361662,0.141644219,5.1,3.1,5.0,7.2,3.9,6.5,3.8
99,225,2018-11-01,18.70342,349.982,44.20799,10.02225,203.303161621094,315.904724121094,334.155242919922,71.6186599731445,23.08271,53.04869,223.11,31974.99,13824.6796875,4977.3603515625,10315.62,27.0,-9.29,21.4,-2.8,12.9,11.4,-6.8,101.6658,101.8444,98.43447,101.5571,100.8554,101.628,101.7771,100.8748,100.9114,101.9076,102.1456,101.003,101.2417,100.2998,103.2746,101.6197,100.9381,101.2428,101.6523,100.8721,100.6646,102.142,99.90021,101.3931,98.47088,100.3903,100.0973,-0.3613,-0.9,2.9,-0.3613,-0.52,-0.3613,1.75,2.2,0.6201,-0.015,0.3140909,0.336,1.405823,3.19,0.6,3.12,1.001091,6.94079,6.5641,0.8799523,3.788091,9.055595,103.2351,94.45731,92.60595,102.7124,101.5439,105.6882,98.82637,94.00716,106.4984,-0.3163636,-0.815,3.37,-0.3163636,-0.3028409,-0.3163636,1.72,-0.73,2.56,116.3875,105.1491,110.3462,109.5044,121.3576,128.0034,116.4833,115.8448,114.3549,102.5451,109.4672,105.2295,104.6361,106.0209,118.5776,110.4449,103.1235,114.519,115.9851,105.9,113.5465,105.9746,119.9162,111.7658,100.9031,0.0,-0.4,-1.1,-0.3,-0.5,0.0,-0.1,-0.5,0.0,1.1,0.1,-0.8,0.1,0.3,-0.4,-0.3,0.1,0.0,0.5,0.0,0.3,0.2,1.1,0.1,0.977113113,0.172468527,1.4,0.148505442,0.650903,0.159294843,0.197339,0.976875318,1.160361662,0.141644219,4.9,3.1,5.1,7.2,3.9,6.6,3.8
