,TIME_PERIOD,OECD_MEI_FIN_IRLT_USA,OECD_MEI_FIN_IRLT_DEU,OECD_MEI_FIN_IRLT_CHN,OECD_MEI_FIN_IRLT_CHE,OECD_MEI_FIN_IRLT_AUT,OECD_MEI_FIN_IRLT_POL,OECD_MEI_FIN_IRLT_DNK,OECD_MEI_FIN_IRLT_SWE,OECD_MEI_FIN_IRLT_EA19,OECD_MEI_FIN_IRST_USA,OECD_MEI_FIN_IRST_DEU,OECD_MEI_FIN_IRST_CHN,OECD_MEI_FIN_IRST_CHE,OECD_MEI_FIN_IRST_AUT,OECD_MEI_FIN_IRST_POL,OECD_MEI_FIN_IRST_DNK,OECD_MEI_FIN_IRST_SWE,OECD_MEI_FIN_IRST_EA19,OECD_MEI_FIN_IRII_USA,OECD_MEI_FIN_IRII_DEU,OECD_MEI_FIN_IRII_CHN,OECD_MEI_FIN_IRII_CHE,OECD_MEI_FIN_IRII_AUT,OECD_MEI_FIN_IRII_POL,OECD_MEI_FIN_IRII_DNK,OECD_MEI_FIN_IRII_SWE,OECD_MEI_FIN_IRII_EA19,OECD_MEI_FIN_IRN_CHN,OECD_MEI_FIN_IRN_CHE,OECD_MEI_FIN_IRN_POL,OECD_MEI_FIN_IRN_DNK,OECD_MEI_FIN_IRN_SWE,OECD_MEI_FIN_IRN_EA19,OECD_MEI_FIN_IRRE_USA,OECD_MEI_FIN_IRRE_DEU,OECD_MEI_FIN_IRRE_CHN,OECD_MEI_FIN_IRRE_CHE,OECD_MEI_FIN_IRRE_AUT,OECD_MEI_FIN_IRRE_POL,OECD_MEI_FIN_IRRE_DNK,OECD_MEI_FIN_IRRE_SWE,OECD_MEI_FIN_IRRE_EA19,OECD_QNA_GDP_USA,OECD_QNA_GDP_DEU,OECD_QNA_GDP_CHN,OECD_QNA_GDP_CHE,OECD_QNA_GDP_AUT,OECD_QNA_GDP_POL,OECD_QNA_GDP_DNK,OECD_QNA_GDP_SWE,OECD_QNA_GDP_EU27_2020,OECD_QNA_GDP_OECD,OECD_QNA_GDP_OECDE,OECD_MEI_REAL_PRI_USA,OECD_MEI_REAL_PRI_DEU,OECD_MEI_REAL_PRI_CHE,OECD_MEI_REAL_PRI_AUT,OECD_MEI_REAL_PRI_POL,OECD_MEI_REAL_PRI_DNK,OECD_MEI_REAL_PRI_SWE,OECD_MEI_REAL_PRI_EU27_2020,OECD_MEI_REAL_PRI_OECD,OECD_MEI_REAL_PRI_OECDE,OECD_MEI_REAL_PRM_USA,OECD_MEI_REAL_PRM_DEU,OECD_MEI_REAL_PRM_CHE,OECD_MEI_REAL_PRM_AUT,OECD_MEI_REAL_PRM_POL,OECD_MEI_REAL_PRM_DNK,OECD_MEI_REAL_PRM_SWE,OECD_MEI_REAL_PRM_EU27_2020,OECD_MEI_REAL_PRC_USA,OECD_MEI_REAL_PRC_DEU,OECD_MEI_REAL_PRC_AUT,OECD_MEI_REAL_PRC_POL,OECD_MEI_REAL_PRC_SWE,OECD_MEI_REAL_PRC_EU27_2020,OECD_MEI_CLI_CLI_USA,OECD_MEI_CLI_CLI_DEU,OECD_MEI_CLI_CLI_CHN,OECD_MEI_CLI_CBC_USA,OECD_MEI_CLI_CBC_DEU,OECD_MEI_CLI_CBC_CHN,OECD_MEI_CLI_CBC_CHE,OECD_MEI_CLI_CBC_AUT,OECD_MEI_CLI_CBC_POL,OECD_MEI_CLI_CBC_DNK,OECD_MEI_CLI_CBC_SWE,OECD_MEI_CLI_CBC_EU27_2020,OECD_MEI_CLI_CBC_EA19,OECD_MEI_CLI_CBC_OECD,OECD_MEI_CLI_CBC_OECDE,OECD_MEI_CLI_CCP_USA,OECD_MEI_CLI_CCP_DEU,OECD_MEI_CLI_CCP_CHN,OECD_MEI_CLI_CCP_CHE,OECD_MEI_CLI_CCP_AUT,OECD_MEI_CLI_CCP_POL,OECD_MEI_CLI_CCP_DNK,OECD_MEI_CLI_CCP_SWE,OECD_MEI_CLI_CCP_EU27_2020,OECD_MEI_CLI_CCP_EA19,OECD_MEI_CLI_CCP_OECD,OECD_MEI_CLI_CCP_OECDE,OECD_PRICES_CPI_CPI_USA,OECD_PRICES_CPI_CPI_DEU,OECD_PRICES_CPI_CPI_CHE,OECD_PRICES_CPI_CPI_AUT,OECD_PRICES_CPI_CPI_POL,OECD_PRICES_CPI_CPI_DNK,OECD_PRICES_CPI_CPI_SWE,OECD_PRICES_CPI_CPI_EU27_2020,OECD_PRICES_CPI_FHE_USA,OECD_PRICES_CPI_FHE_DEU,OECD_PRICES_CPI_FHE_CHE,OECD_PRICES_CPI_FHE_AUT,OECD_PRICES_CPI_FHE_POL,OECD_PRICES_CPI_FHE_DNK,OECD_PRICES_CPI_FHE_SWE,OECD_PRICES_CPI_FHE_EU27_2020,OECD_PRICES_CPI_HWE_USA,OECD_PRICES_CPI_HWE_DEU,OECD_PRICES_CPI_HWE_CHE,OECD_PRICES_CPI_HWE_AUT,OECD_PRICES_CPI_HWE_POL,OECD_PRICES_CPI_HWE_DNK,OECD_PRICES_CPI_HWE_SWE,OECD_PRICES_CPI_HWE_EU27_2020,OECD_STLABOUR_MUE_USA,OECD_STLABOUR_MUE_DEU,OECD_STLABOUR_MUE_AUT,OECD_STLABOUR_MUE_POL,OECD_STLABOUR_MUE_DNK,OECD_STLABOUR_MUE_SWE,OECD_STLABOUR_MUE_EU27_2020,OECD_MEI_BTS_COS_SP_DEU,OECD_MEI_BTS_COS_SP_CHE,OECD_MEI_BTS_COS_SP_AUT,OECD_MEI_BTS_COS_SP_POL,OECD_MEI_BTS_COS_SP_DNK,OECD_MEI_BTS_COS_SP_SWE,OECD_MEI_BTS_COS_SP_EA19,OECD_MATERIAL_RESOURCES_DMC_USA,OECD_MATERIAL_RESOURCES_DMC_DEU,OECD_MATERIAL_RESOURCES_DMC_CHN,OECD_MATERIAL_RESOURCES_DMC_CHE,OECD_MATERIAL_RESOURCES_DMC_AUT,OECD_MATERIAL_RESOURCES_DMC_POL,OECD_MATERIAL_RESOURCES_DMC_DNK,OECD_MATERIAL_RESOURCES_DMC_SWE,OECD_MATERIAL_RESOURCES_DMC_EU27_2020,OECD_MATERIAL_RESOURCES_DMC_EA19,OECD_MATERIAL_RESOURCES_DMC_OECD,OECD_MATERIAL_RESOURCES_DMC_OECDA,OECD_MATERIAL_RESOURCES_DMC_OECDSO,OECD_MATERIAL_RESOURCES_DMC_OECDE,OECD_MATERIAL_RESOURCES_MF_USA,OECD_MATERIAL_RESOURCES_MF_DEU,OECD_MATERIAL_RESOURCES_MF_CHN,OECD_MATERIAL_RESOURCES_MF_CHE,OECD_MATERIAL_RESOURCES_MF_AUT,OECD_MATERIAL_RESOURCES_MF_POL,OECD_MATERIAL_RESOURCES_MF_DNK,OECD_MATERIAL_RESOURCES_MF_SWE,OECD_MATERIAL_RESOURCES_MF_EU27_2020,OECD_MATERIAL_RESOURCES_MF_EA19,OECD_MATERIAL_RESOURCES_MF_OECD,OECD_MATERIAL_RESOURCES_MF_OECDA,OECD_MATERIAL_RESOURCES_MF_OECDSO,OECD_MATERIAL_RESOURCES_MF_OECDE
850,1989-11,7.87,7.5,,5.437,,,10.28727,12.12,10.15425,8.39,8.29,,,8.87,,11.36208,11.84,,8.55,7.54,,7.375,,,,9.5,,3.7221,1.617273,0.307667,7.108329,6.422335,0.8939,96.25323,109.1064,118.4303,82.05101,100.9669,,98.96092,139.7644,116.879,0.196981055,,,1.250615356,,,,,,0.948546932,1.029748,61.08146,70.54725,,47.70048,35.46016,80.56025,69.93121,75.32543,65.77454,69.57757,61.25661,,,43.28558,24.50455,70.26956,70.97411,,39.81073,104.4657,,30.22164,,,99.72673,100.8025,,98.58327,101.6963,,101.7104,103.1832,,100.5106,,101.9495,101.7995,100.5659,101.5199,100.7381,101.4585,,101.4203,104.0979,,98.61262,,102.6506,102.3273,101.4245,101.6528,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,,,7.0,1.5,,25.1,,3.2,,,,26.5,276.0502,,237.8462,,,,,,,,,,,,7872.444,1833.226,6177.936,217.2924,177.152,585.8809,105.6431,143.0981,7469.8754882813,6022.0170898438,21838.986328125,8965.0400390625,3896.5512695313,8977.3955078125
851,1989-12,7.84,7.5,,5.618,,,10.15052,12.55,10.23731,8.32,8.11,,,9.36,,12.1916,12.29,,8.45,7.67,,9.6875,,104.0,,10.5,,4.2382,1.569832,0.523548,6.765892,6.289227,0.8565,95.4782,111.7613,103.0505,82.26258,102.3029,,100.6749,138.7762,121.4286,0.196981055,,,1.250615356,,,,,,0.948546932,1.029748,61.42916,71.7303,,48.82458,38.17286,83.83764,70.67821,76.01463,66.23611,70.1989,61.27887,,,44.11914,26.53425,73.1283,71.12045,,39.75305,102.2246,,25.07272,,,99.75675,100.879,,98.69244,101.6991,,101.811,103.1372,,100.354,,101.8943,101.7555,100.5649,101.4423,100.6642,101.5497,,101.2368,104.4097,,98.86217,,102.7211,102.382,101.398,101.6814,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,,,7.0,1.5,,29.2,,2.1,,,,28.3,276.0502,,237.8462,,,,,,,,,,,,7872.444,1833.226,6177.936,217.2924,177.152,585.8809,105.6431,143.0981,7469.8754882813,6022.0170898438,21838.986328125,8965.0400390625,3896.5512695313,8977.3955078125
852,1990-01,8.21,7.695,,6.04,8.17,,10.50227,12.87,10.45023,8.16,8.3,,,9.15,,12.12113,12.62,,8.23,7.58,,8.625,,196.0,,10.5,,4.7221,1.515077,0.95,6.557209,6.17099,0.8319,95.33944,112.5668,92.08072,83.35693,102.7529,,100.0768,141.4539,123.1481,1.092882045,,,2.116940401,,,,,,0.940172798,1.167204,61.10832,71.60577,,48.27658,31.33805,80.66597,69.72887,76.09734,65.89078,69.62955,61.24763,,,44.20725,21.80518,70.36178,68.74222,,40.39227,113.9469,,33.96878,,,99.79097,100.9751,,98.83164,101.6896,,101.8121,102.9997,,100.1181,,101.8026,101.6739,100.5649,101.3251,100.6616,101.5604,99.26855,100.8814,104.7034,,99.09097,,102.7062,102.3689,101.3802,101.6565,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,,,7.0,1.5,,31.0,,12.4,,,1.2,32.9,279.9123,,232.4398,3.715302,10.06584,,,,,,,375.517547607422,80.07421875,,8062.544,1788.624,6059.479,215.6444,171.6921,513.3131,104.1398,145.4092,7325.2470703125,6016.0869140625,23466.935546875,10283.5546875,4396.1318359375,8787.248046875
853,1990-02,8.47,8.575,,6.292,8.6,,11.3065,13.7,10.92049,8.22,8.31,,,8.74,,12.20837,14.88,,8.24,7.77,,8.6875,,96.0,,10.5,,4.7221,1.488784,0.95,6.466,6.116978,0.8208,95.48617,112.4753,91.57539,83.93548,102.9327,,100.2496,141.1371,123.4415,1.092882045,,,2.116940401,,,,,,0.940172798,1.167204,61.66344,71.29444,,49.62623,28.83362,80.03164,69.72887,76.98871,66.03445,69.32027,62.07574,,,46.2597,20.07811,69.80848,69.05563,,41.03169,116.4464,,36.56932,,,99.8216,101.0908,,99.04417,101.724,,101.7473,102.8812,,99.93062,,101.6939,101.5746,100.5814,101.1748,100.6436,101.4405,99.31513,100.4897,104.6416,,99.2285,,102.6421,102.3151,101.3138,101.528,,,,,,,,,,,,,,,,,,,,,,,,,5.3,,,,7.0,1.4,,40.2,,9.6,,,1.1,35.8,279.9123,,232.4398,3.715302,10.06584,,,,,,,375.517547607422,80.07421875,,8062.544,1788.624,6059.479,215.6444,171.6921,513.3131,104.1398,145.4092,7325.2470703125,6016.0869140625,23466.935546875,10283.5546875,4396.1318359375,8787.248046875
854,1990-03,8.59,8.645,,6.475,8.56,,11.23727,13.75,11.05491,8.35,8.48,,,9.06,,12.37598,14.68,,8.28,7.72,9.0,8.5,,64.0,,12.0,,4.7221,1.511268,0.95,6.526309,6.160573,0.8351,96.91148,111.7644,91.07563,84.01653,102.7913,,100.6623,145.8778,123.5691,1.092882045,,,2.116940401,,,,,,0.940172798,1.167204,61.95741,71.97937,,49.82412,28.84736,81.19458,70.33608,76.76817,66.81612,70.22543,62.37982,,,45.64715,20.01821,70.82287,69.36905,,41.50561,110.0682,,32.56291,,,99.8212,101.2291,,99.21215,101.8323,,101.6619,102.811,,99.70333,,101.6252,101.5087,100.595,101.0581,100.7123,101.3326,99.38477,100.1611,104.3844,,99.32385,,102.5525,102.231,101.2513,101.3561,,,,,,,,,,,,,,,,,,,,,,,,,5.2,,,,7.0,1.4,,37.6,,9.8,,,-0.5,38.2,279.9123,,232.4398,3.715302,10.06584,,,,,,,375.517547607422,80.07421875,,8062.544,1788.624,6059.479,215.6444,171.6921,513.3131,104.1398,145.4092,7325.2470703125,6016.0869140625,23466.935546875,10283.5546875,4396.1318359375,8787.248046875
855,1990-04,8.79,8.7625,,6.629,8.68,,10.57722,13.64,10.87428,8.42,8.27,,,9.13,,12.08231,13.74,,8.26,7.79,9.0,8.625,,52.0,,12.0,,4.7221,1.486805,0.95,6.437232,6.117905,0.8251,96.92519,111.7063,91.62453,84.59126,102.985,,100.894,145.7784,124.6133,0.36297003,,,0.30052948,,,,,,0.932881092,0.626522,61.8181,70.73405,,49.33519,28.56343,79.92592,70.13367,77.0806,66.6433,69.97195,62.13173,,,45.13146,19.82821,69.71626,69.05563,,40.87055,103.259,,31.47991,,,99.74637,101.3771,,99.265,101.9017,,101.5208,102.7717,,99.37477,,101.5075,101.414,100.574,100.9719,100.7646,101.3835,99.47701,99.92879,104.1417,,99.28458,,102.5121,102.1911,101.2176,101.2976,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,,,7.0,1.4,,39.9,,16.9,,,-5.0,42.0,279.9123,,232.4398,3.715302,10.06584,,,,,,,375.517547607422,80.07421875,,8062.544,1788.624,6059.479,215.6444,171.6921,513.3131,104.1398,145.4092,7325.2470703125,6016.0869140625,23466.935546875,10283.5546875,4396.1318359375,8787.248046875
856,1990-05,8.76,8.715,,6.3,8.83,,10.43904,13.28,10.79594,8.35,8.33,,,8.75,,11.35759,12.97,,8.18,7.72,9.0,8.875,,36.0,,11.0,,4.7221,1.415924,0.95,6.332838,6.052605,0.8114,95.59067,111.4015,90.8664,87.67151,102.5066,,101.3286,145.317,123.993,0.36297003,,,0.30052948,,,,,,0.932881092,0.626522,62.00073,72.53976,,48.8078,28.90124,78.55153,70.33608,77.06223,66.84921,70.07365,62.32124,,,45.32592,19.88527,68.51743,69.1601,,39.56317,105.9309,,30.78727,,,99.57582,101.5139,,99.18871,101.9209,,101.3538,102.7361,,99.19221,,101.3414,101.2934,100.4927,100.8685,100.6352,101.4681,99.5638,99.82879,104.092,,99.13181,,102.462,102.1397,101.131,101.2801,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,,,7.1,1.7,,35.6,,12.6,,,-5.8,40.4,279.9123,,232.4398,3.715302,10.06584,,,,,,,375.517547607422,80.07421875,,8062.544,1788.624,6059.479,215.6444,171.6921,513.3131,104.1398,145.4092,7325.2470703125,6016.0869140625,23466.935546875,10283.5546875,4396.1318359375,8787.248046875
857,1990-06,8.48,8.8325,,6.147,8.84,,10.36105,12.89,10.70634,8.23,8.3,,,8.7,,10.76096,12.56,,8.29,7.83,9.0,8.9375,,28.0,,11.0,,4.7221,1.4252,0.95,6.409853,6.089595,0.8177,96.25141,110.4867,89.33298,87.696,102.1161,,100.3288,144.9056,122.3283,0.36297003,,,0.30052948,,,,,,0.932881092,0.626522,62.21151,72.53976,,50.67213,28.55674,77.70576,70.43729,76.56599,67.09679,70.36155,62.51854,,,47.4375,19.55599,67.7797,69.47352,,38.58818,102.1385,,29.32896,,,99.28981,101.6186,,98.99517,101.9698,,101.1474,102.6731,,99.16225,,101.1885,101.1972,100.3599,100.7629,100.3506,101.5419,99.59556,99.87396,104.1164,,98.91589,,102.4212,102.0982,101.0043,101.2939,,,,,,,,,,,,,,,,,,,,,,,,,5.2,,,,7.1,1.5,,26.3,,15.0,,,-6.2,26.0,279.9123,,232.4398,3.715302,10.06584,,,,,,,375.517547607422,80.07421875,,8062.544,1788.624,6059.479,215.6444,171.6921,513.3131,104.1398,145.4092,7325.2470703125,6016.0869140625,23466.935546875,10283.5546875,4396.1318359375,8787.248046875
858,1990-07,8.47,8.545,,6.078,8.67,,10.0259,12.82,10.56729,8.1,8.26,,,8.69,,10.69439,12.58,,8.15,8.02,9.0,8.5625,,28.0,,11.0,,4.7221,1.392577,0.95,6.240877,5.948355,0.7927,94.54784,110.328,89.5879,87.34556,103.4364,,99.76471,145.7092,122.9788,0.066581679,,,-0.415791459,,,,,,0.380685058,0.080316,62.10801,73.22469,,49.40849,29.66453,79.8202,68.61563,76.86005,67.13785,70.06825,62.37842,,,45.92554,20.42365,69.62405,67.27962,,38.11327,106.1033,,28.8824,,,98.89401,101.677,,98.68764,102.0946,,100.9097,102.5831,,99.19675,,101.045,101.1189,100.1689,100.6149,99.86997,101.5569,99.54547,99.89505,104.0175,,98.80722,,102.2629,101.9653,100.7804,101.2397,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,,,7.2,1.7,,22.9,,14.0,,,-23.2,19.9,279.9123,,232.4398,3.715302,10.06584,,,,,,,375.517547607422,80.07421875,,8062.544,1788.624,6059.479,215.6444,171.6921,513.3131,104.1398,145.4092,7325.2470703125,6016.0869140625,23466.935546875,10283.5546875,4396.1318359375,8787.248046875
859,1990-08,8.75,8.9975,,6.484,8.83,,10.46521,13.26,10.95686,7.97,8.45,,,8.77,,10.32956,12.99,,8.13,8.03,7.92,7.125,,28.0,,11.0,,4.7221,1.306432,0.95,6.006022,5.777278,0.7599,93.40166,111.1185,87.12733,90.51866,103.9797,,100.6367,145.3029,124.6649,0.066581679,,,-0.415791459,,,,,,0.380685058,0.080316,62.33297,73.66055,,49.37948,29.84076,81.61747,70.23488,77.37466,67.42175,70.32479,62.60586,,,46.334,20.41447,71.19173,68.95116,,37.28695,103.4313,,29.16342,,,98.41964,101.6605,,98.38783,102.2112,,100.6544,102.4606,,99.16116,,100.8899,101.0344,99.96883,100.4242,99.09877,101.4063,99.44328,99.64368,103.6647,,98.79668,,101.8233,101.6149,100.3791,101.0123,,,,,,,,,,,,,,,,,,,,,,,,,5.7,,,,7.2,1.7,,26.3,,11.5,,,-23.0,31.4,279.9123,,232.4398,3.715302,10.06584,,,,,,,375.517547607422,80.07421875,,8062.544,1788.624,6059.479,215.6444,171.6921,513.3131,104.1398,145.4092,7325.2470703125,6016.0869140625,23466.935546875,10283.5546875,4396.1318359375,8787.248046875
860,1990-09,8.89,9.105,,6.509,8.99,,10.8285,13.35,11.13562,8.06,8.47,,,8.92,,10.5448,13.07,,8.2,8.03,7.92,7.25,,28.0,,11.0,,4.7221,1.307485,0.95,5.99388,5.765305,0.7617,92.11461,110.2455,84.1419,90.04967,103.1442,,100.7594,145.8087,123.0396,0.066581679,,,-0.415791459,,,,,,0.380685058,0.080316,62.34635,74.34547,,50.65894,29.71359,79.39731,70.33608,77.76062,67.46938,70.72104,62.49658,,,46.22454,20.38931,69.25517,68.84669,,36.14645,103.6899,,27.92938,,,97.93935,101.5469,,98.06736,102.3102,,100.3414,102.2836,,99.00457,,100.7453,100.9436,99.75977,100.224,98.35788,101.1218,99.35986,98.91954,103.2628,,98.84551,,101.1632,101.0838,99.94074,100.6589,,,,,,,,,,,,,,,,,,,,,,,,,5.9,,,,7.3,1.9,,25.6,,12.6,,,-20.1,28.8,279.9123,,232.4398,3.715302,10.06584,,,,,,,375.517547607422,80.07421875,,8062.544,1788.624,6059.479,215.6444,171.6921,513.3131,104.1398,145.4092,7325.2470703125,6016.0869140625,23466.935546875,10283.5546875,4396.1318359375,8787.248046875
861,1990-10,8.72,9.0675,,6.491,9.02,,10.77043,13.25,11.07904,8.06,8.6,,,9.04,,10.74872,14.67,,8.11,8.04,7.92,7.625,,36.0,,11.0,,4.7221,1.281483,0.95,5.817465,5.642317,0.7398,89.94611,110.6866,83.55499,89.40768,102.701,,100.6452,145.1879,123.5702,-0.910404557,,,-0.324933532,,,,,,0.223417755,1.158373,61.96305,74.47,,49.91757,30.00833,80.87742,70.33608,77.91684,67.56061,70.72108,62.08842,,,46.60257,20.55614,70.54622,68.95116,,35.24619,107.2238,,28.44564,,,97.52217,101.3431,,97.73671,102.2816,,99.99374,102.0191,,98.74048,,100.5173,100.7669,99.53732,100.0004,97.76573,100.9276,99.37827,97.96989,103.0266,,98.91652,,100.8357,100.8115,99.65339,100.5103,,,,,,,,,,,,,,,,,,,,,,,,,5.9,,,,7.3,2.0,,22.0,,11.8,,,-58.4,22.9,279.9123,,232.4398,3.715302,10.06584,,,,,,,375.517547607422,80.07421875,,8062.544,1788.624,6059.479,215.6444,171.6921,513.3131,104.1398,145.4092,7325.2470703125,6016.0869140625,23466.935546875,10283.5546875,4396.1318359375,8787.248046875
862,1990-11,8.39,8.9325,,6.563,8.85,,10.67318,12.8,10.98924,8.03,8.88,,,9.17,,10.43037,14.89,,7.81,8.12,7.92,7.3125,,48.0,,11.5,,4.9554,1.257164,0.95,5.698676,5.564886,0.724,89.7184,111.4925,79.33231,90.39169,103.0273,,100.9645,145.3823,125.4508,-0.910404557,,,-0.324933532,,,,,,0.223417755,1.158373,61.18992,74.47,,49.30036,29.92233,81.72319,70.13367,77.18169,67.087,70.44129,61.34633,,,45.3264,20.65469,71.28396,68.74222,,34.17745,108.0857,,28.15542,,,97.23358,101.0713,,97.41122,102.0982,,99.64499,101.8337,,98.56676,,100.2461,100.5109,99.30202,99.74813,97.55546,100.8519,99.54611,97.12014,103.0741,,99.02831,,100.7957,100.7775,99.58334,100.5035,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,,,7.4,2.3,,17.3,,10.9,,,-58.0,24.5,279.9123,,232.4398,3.715302,10.06584,,,,,,,375.517547607422,80.07421875,,8062.544,1788.624,6059.479,215.6444,171.6921,513.3131,104.1398,145.4092,7325.2470703125,6016.0869140625,23466.935546875,10283.5546875,4396.1318359375,8787.248046875
863,1990-12,8.08,8.845,,6.601,8.69,,10.35833,12.3,10.86486,7.82,9.21,,,9.45,,10.48188,14.36,,7.31,8.43,7.92,8.75,,48.0,,11.5,,5.2221,1.278117,0.95,5.749983,5.613645,0.732,90.7665,112.6022,76.31833,89.68904,103.314,,100.7317,145.3784,126.2541,-0.910404557,,,-0.324933532,,,,,,0.223417755,1.158373,60.76459,74.78133,,52.05814,29.28011,80.45453,70.9433,77.99035,67.11952,70.91251,60.86721,,,47.3303,20.30713,70.17735,69.68246,,33.41871,101.0179,,23.13772,,,97.119,100.7567,,97.15367,101.6789,,99.30035,101.671,,98.48952,,99.89407,100.1269,99.06109,99.43671,97.61938,100.7286,99.85709,96.62997,103.3235,,99.1843,,100.6929,100.6897,99.6262,100.4866,,,,,,,,,,,,,,,,,,,,,,,,,6.3,,,,7.4,2.2,,16.7,,9.7,,,-57.3,23.1,279.9123,,232.4398,3.715302,10.06584,,,,,,,375.517547607422,80.07421875,,8062.544,1788.624,6059.479,215.6444,171.6921,513.3131,104.1398,145.4092,7325.2470703125,6016.0869140625,23466.935546875,10283.5546875,4396.1318359375,8787.248046875
864,1991-01,8.09,8.9275,,6.415,8.85,,10.27954,11.85,10.84488,7.17,9.35,,,9.66,,10.52118,13.37,,6.91,8.53,7.92,7.625,,60.0,,11.5,,5.2221,1.272143,0.95,5.8126,5.6357,0.7367,90.45013,111.7581,76.44764,90.92023,102.6919,,99.4489,148.2763,124.8507,-0.467940645,2.838014236,,0.274633536,,,,,,0.077615881,0.232801,60.56203,77.07237,,50.63353,28.83657,78.8687,70.03248,79.72252,66.99673,70.46112,60.48669,77.9,,47.04942,20.07664,68.79409,68.74222,78.07516,32.29448,119.5513,,31.13158,,,97.1782,100.4298,,96.97874,101.0728,,99.00237,101.4546,,98.4603,,99.42944,99.59748,98.81095,99.04403,97.96655,100.427,100.2471,96.44943,103.6157,,99.38465,,100.4268,100.4646,99.72086,100.3341,,,,,,,,,,,,,,,,,,,,,,,,,6.4,5.2,,,7.4,2.2,,26.0,,15.7,,,-65.7,31.6,269.6135,,230.213,2.534882,9.46905,,,,,,,364.621246337891,77.304573059082,,7572.48,2010.679,6318.075,246.6353,207.5489,577.7853,103.2906,145.8131,8040.857421875,6701.7001953125,23608.908203125,9697.62109375,4366.681640625,9544.60546875
865,1991-02,7.85,8.35,,6.221,8.55,,9.4195,11.15,10.44127,6.52,9.08,,,9.43,,10.59118,12.05,,6.25,8.69,7.92,8.1875,,60.0,,11.0,,5.2221,1.267825,0.95,5.693255,5.53507,0.7226,89.24319,112.2592,75.70437,90.19994,103.3478,,99.47783,152.1508,126.0752,-0.467940645,2.838014236,,0.274633536,,,,,,0.077615881,0.232801,60.12034,76.16445,,50.67792,27.19407,79.8202,70.13367,78.86873,66.79908,70.28752,60.05627,77.0,,47.20588,19.0399,69.62405,68.63775,76.88564,31.33574,95.96318,,26.85996,,,97.39436,100.1397,,96.9998,100.5957,,98.71584,101.2666,,98.4898,,99.03185,99.15211,98.64721,98.67404,98.59988,100.0905,100.6108,96.55035,103.6339,,99.5528,,100.3871,100.4268,99.98168,100.3557,,,,,,,,,,,,,,,,,,,,,,,,,6.6,5.2,,,7.5,2.5,,25.1,,12.4,,,-65.8,29.3,269.6135,,230.213,2.534882,9.46905,,,,,,,364.621246337891,77.304573059082,,7572.48,2010.679,6318.075,246.6353,207.5489,577.7853,103.2906,145.8131,8040.857421875,6701.7001953125,23608.908203125,9697.62109375,4366.681640625,9544.60546875
866,1991-03,8.11,8.4275,,6.155,8.41,,9.323158,11.33,10.37246,6.45,9.09,,,9.27,,10.33018,12.1,,6.12,8.76,7.92,8.6875,,60.0,,10.0,,5.2221,1.38779,0.95,6.152055,5.88004,0.7818,92.129,110.0974,75.03123,87.682,102.6247,,98.18142,152.6404,121.7515,-0.467940645,2.838014236,,0.274633536,,,,,,0.077615881,0.232801,59.78186,75.66005,,50.45803,26.82044,80.03164,69.42525,78.12167,66.37377,69.78423,59.6,76.5,,46.70327,18.60806,69.80848,68.21986,76.56123,30.87451,111.0365,,26.5841,,,97.71569,99.9274,,97.24934,100.26,,98.4933,101.079,,98.5674,,98.80463,98.89629,98.66206,98.50685,99.3221,99.88052,100.838,96.94798,103.4593,,99.72683,,100.6208,100.6138,100.3642,100.6051,,,,,,,,,,,,,,,,,,,,,,,,,6.8,5.3,,,7.6,2.6,,26.6,,12.6,,,-67.4,21.8,269.6135,,230.213,2.534882,9.46905,,,,,,,364.621246337891,77.304573059082,,7572.48,2010.679,6318.075,246.6353,207.5489,577.7853,103.2906,145.8131,8040.857421875,6701.7001953125,23608.908203125,9697.62109375,4366.681640625,9544.60546875
867,1991-04,8.04,8.3575,,6.016,8.4,,9.214,11.34,10.11736,6.06,9.18,,,9.26,,10.12957,12.27,,5.91,8.85,7.2,8.4375,,60.0,,10.0,,5.2659,1.4383,0.95,6.512838,6.111357,0.8267,93.13082,107.6953,75.89709,88.08714,100.7227,,96.47198,153.0668,116.9857,0.779689057,-0.529244886,,-1.107734267,,,,,,0.651633057,0.275046,59.93563,75.05477,,51.10016,25.34301,79.29159,69.02045,77.58804,66.30062,69.29063,59.85667,75.9,,47.60373,17.34476,69.16296,68.11539,75.91241,30.74785,110.001,,27.84617,,,98.08202,99.80501,,97.70218,100.0751,,98.25913,100.8412,,98.66821,,98.71255,98.80685,98.82298,98.49621,99.52609,99.94722,100.8757,97.44127,103.2138,,99.7058,,100.735,100.703,100.507,100.7582,,,,,,,,,,,,,,,,,,,,,,,,,6.7,5.3,,,7.7,2.7,,20.0,,18.6,,,-69.0,14.9,269.6135,,230.213,2.534882,9.46905,,,,,,,364.621246337891,77.304573059082,,7572.48,2010.679,6318.075,246.6353,207.5489,577.7853,103.2906,145.8131,8040.857421875,6701.7001953125,23608.908203125,9697.62109375,4366.681640625,9544.60546875
